정책후판정,정책세부유형,심화행동라벨,시도,시군구,투자검토분류,상승확률점수,투자적합성점수,정책메모,토허활성여부,임차수요기반양호,월세비중높음,임차선행,broad,completed_unsold,completed_unsold_ratio_pct,정책판정메모
정책 리스크 경계,공급 부담 우선 점검형,관찰 유지,경기도,오산시,판단 보류,37.073447119540816,66.60012182000156,수도권 공급 부담 경계,아니오,아니오,아니오,예,오산시,0.0,0.0,"공급 부담 우선 점검형, 준공후미분양비율 0.000%, 수도권 공급 부담 경계, 임차 선행"
정책 리스크 경계,미분양·월세 구조 동시 점검형,보수 접근,제주특별자치도,제주시,판단 보류,36.83588786175123,50.151577354359354,중립,아니오,아니오,예,예,제주시,1296.0,2.0943085226721827,"미분양·월세 구조 동시 점검형, 준공후미분양비율 2.094%, 중립, 임차 선행, 월세 비중 높음"
정책 리스크 경계,미분양·월세 구조 동시 점검형,회피,경기도,포천시,즉시 제외,36.59863728847262,20.704650894464702,중립,아니오,예,아니오,아니오,포천시,123.0,0.5856863958859102,"미분양·월세 구조 동시 점검형, 준공후미분양비율 0.586%, 중립, 임차 수요 기반 양호"
정책 리스크 경계,미분양·월세 구조 동시 점검형,회피,강원특별자치도,삼척시,즉시 제외,36.49844711756288,23.9420040195234,중립,아니오,아니오,예,예,삼척시,76.0,0.4875545291249679,"미분양·월세 구조 동시 점검형, 준공후미분양비율 0.488%, 중립, 임차 선행, 월세 비중 높음"
정책 리스크 경계,직접 규제 영향형,관찰 유지,서울특별시,광진구,판단 보류,36.178496900425955,60.59211497232218,중립,예,아니오,아니오,아니오,광진구,52.0,0.15003318041489944,"직접 규제 영향형, 준공후미분양비율 0.150%, 중립, 토허 활성"
정책 리스크 경계,미분양·월세 구조 동시 점검형,회피,충청북도,옥천군,즉시 제외,36.00466689136052,19.36644207780917,중립,아니오,아니오,예,아니오,옥천군,187.0,2.8992248062015507,"미분양·월세 구조 동시 점검형, 준공후미분양비율 2.899%, 중립, 월세 비중 높음"
정책 리스크 경계,시장 규모·출구 점검형,회피,충청북도,단양군,즉시 제외,35.920537176547654,23.125407520104325,중립,아니오,아니오,아니오,아니오,단양군,0.0,0.0,"시장 규모·출구 점검형, 준공후미분양비율 0.000%, 중립"
정책 리스크 경계,직접 규제 영향형,관찰 유지,서울특별시,성동구,판단 보류,34.90605967265328,75.20093592106923,중립,예,아니오,아니오,아니오,성동구,0.0,0.0,"직접 규제 영향형, 준공후미분양비율 0.000%, 중립, 토허 활성"
정책 리스크 경계,미분양·월세 구조 동시 점검형,회피,경기도,연천군,즉시 제외,34.14936955967916,25.45207563573136,중립,아니오,아니오,아니오,아니오,연천군,37.0,0.7361719060883406,"미분양·월세 구조 동시 점검형, 준공후미분양비율 0.736%, 중립"
정책 리스크 경계,미분양·월세 구조 동시 점검형,회피,전라남도,담양군,즉시 제외,33.10945264893484,13.77526624646816,중립,아니오,아니오,예,아니오,담양군,47.0,1.9583333333333335,"미분양·월세 구조 동시 점검형, 준공후미분양비율 1.958%, 중립, 월세 비중 높음"
정책 리스크 경계,미분양·월세 구조 동시 점검형,회피,제주특별자치도,서귀포시,즉시 제외,32.3901715558678,34.78205221087203,중립,아니오,아니오,예,예,서귀포시,806.0,4.109728737507648,"미분양·월세 구조 동시 점검형, 준공후미분양비율 4.110%, 중립, 임차 선행, 월세 비중 높음"
정책 리스크 경계,미분양·월세 구조 동시 점검형,회피,충청남도,금산군,즉시 제외,30.204188609920383,21.239947837426648,중립,아니오,예,아니오,예,금산군,20.0,0.3370407819346141,"미분양·월세 구조 동시 점검형, 준공후미분양비율 0.337%, 중립, 임차 수요 기반 양호, 임차 선행"
정책 리스크 경계,공급 부담 우선 점검형,관찰 유지,경기도,과천시,판단 보류,29.205292684603908,47.10307206431238,수도권 공급 부담 경계,아니오,아니오,아니오,아니오,과천시,0.0,0.0,"공급 부담 우선 점검형, 준공후미분양비율 0.000%, 수도권 공급 부담 경계"
정책 리스크 경계,미분양·월세 구조 동시 점검형,회피,강원특별자치도,양양군,즉시 제외,21.558278940014652,20.065203216692023,중립,아니오,아니오,예,아니오,양양군,82.0,1.6396720655868824,"미분양·월세 구조 동시 점검형, 준공후미분양비율 1.640%, 중립, 월세 비중 높음"
정책 민감 관찰 후보,임차 선행 관찰형,보수 접근,광주광역시,서구,판단 보류,57.05085845087924,64.32310742967847,중립,아니오,예,아니오,예,서구,25.0,0.027052763710340648,"임차 선행 관찰형, 준공후미분양비율 0.027%, 중립, 임차 수요 기반 양호, 임차 선행"
정책 민감 관찰 후보,비토허 투자수요 유입 관찰형,관찰 유지,경기도,화성시 동탄구,판단 보류,56.41453754998251,91.82242990654206,중립,아니오,아니오,예,아니오,화성시,64.0,0.021287211042740728,"비토허 투자수요 유입 관찰형, 준공후미분양비율 0.021%, 중립, 월세 비중 높음"
정책 민감 관찰 후보,임차 선행 관찰형,보수 접근,경기도,부천시 소사구,판단 보류,56.35800883268378,61.80286894153445,중립,아니오,예,아니오,예,부천시,129.0,0.0773075401819424,"임차 선행 관찰형, 준공후미분양비율 0.077%, 중립, 임차 수요 기반 양호, 임차 선행"
정책 민감 관찰 후보,비토허 투자수요 유입 관찰형,관찰 유지,부산광역시,해운대구,우선 검토,56.01291844039832,82.74733619368844,중립,아니오,아니오,예,아니오,해운대구,69.0,0.058456246770080565,"비토허 투자수요 유입 관찰형, 준공후미분양비율 0.058%, 중립, 월세 비중 높음"
정책 민감 관찰 후보,임차 선행 관찰형,보수 접근,인천광역시,계양구,판단 보류,55.55771811642872,50.228130760623706,중립,아니오,아니오,아니오,예,계양구,0.0,0.0,"임차 선행 관찰형, 준공후미분양비율 0.000%, 중립, 임차 선행"
정책 민감 관찰 후보,임차 선행 관찰형,관찰 유지,울산광역시,남구,판단 보류,55.47916189000425,79.03488506256019,중립,아니오,예,아니오,예,남구,37.0,0.04362744520039147,"임차 선행 관찰형, 준공후미분양비율 0.044%, 중립, 임차 수요 기반 양호, 임차 선행"
정책 민감 관찰 후보,임차 선행 관찰형,보수 접근,경기도,안산시 상록구,판단 보류,54.43388131733893,50.14670723755705,중립,아니오,아니오,아니오,예,안산시,0.0,0.0,"임차 선행 관찰형, 준공후미분양비율 0.000%, 중립, 임차 선행"
정책 민감 관찰 후보,임차 선행 관찰형,관찰 유지,전북특별자치도,전주시 덕진구,판단 보류,53.6510769481511,71.52901543142795,중립,아니오,아니오,아니오,예,전주시,112.0,0.05820207552758623,"임차 선행 관찰형, 준공후미분양비율 0.058%, 중립, 임차 선행"
정책 민감 관찰 후보,임차 선행 관찰형,보수 접근,경기도,파주시,판단 보류,52.363873566515785,77.63290857328387,중립,아니오,아니오,아니오,예,파주시,1.0,0.0007204870492452898,"임차 선행 관찰형, 준공후미분양비율 0.001%, 중립, 임차 선행"
정책 민감 관찰 후보,임차 선행 관찰형,보수 접근,경기도,고양시 일산동구,판단 보류,52.25676450343449,59.12193001521408,중립,아니오,아니오,아니오,예,고양시,55.0,0.019618544161342906,"임차 선행 관찰형, 준공후미분양비율 0.020%, 중립, 임차 선행"
정책 민감 관찰 후보,임차 선행 관찰형,관찰 유지,경기도,고양시 일산서구,우선 검토,52.16420389543191,61.07259291458378,중립,아니오,예,아니오,예,고양시,55.0,0.019618544161342906,"임차 선행 관찰형, 준공후미분양비율 0.020%, 중립, 임차 수요 기반 양호, 임차 선행"
정책 민감 관찰 후보,비토허 투자수요 유입 관찰형,관찰 유지,경기도,화성시 병점구,판단 보류,52.104200809847285,67.70919365355358,중립,아니오,아니오,예,아니오,화성시,64.0,0.021287211042740728,"비토허 투자수요 유입 관찰형, 준공후미분양비율 0.021%, 중립, 월세 비중 높음"
정책 민감 관찰 후보,비토허 투자수요·임차선행 관찰형,보수 접근,대구광역시,달성군,판단 보류,51.75512157994592,52.864594653336226,중립,아니오,아니오,예,예,달성군,44.0,0.04936886395511921,"비토허 투자수요·임차선행 관찰형, 준공후미분양비율 0.049%, 중립, 임차 선행, 월세 비중 높음"
정책 민감 관찰 후보,임차 선행 관찰형,관찰 유지,충청북도,청주시 상당구,우선 검토,50.71283028018689,62.2201695283634,중립,아니오,아니오,아니오,예,청주시,4.0,0.0015889094123021311,"임차 선행 관찰형, 준공후미분양비율 0.002%, 중립, 임차 선행"
정책 민감 관찰 후보,비토허 투자수요·임차선행 관찰형,보수 접근,경기도,시흥시,판단 보류,50.58319629195921,88.61433773119639,중립,아니오,아니오,예,예,시흥시,20.0,0.012665522547796517,"비토허 투자수요·임차선행 관찰형, 준공후미분양비율 0.013%, 중립, 임차 선행, 월세 비중 높음"
정책 민감 관찰 후보,임차 선행 관찰형,관찰 유지,경기도,안산시 단원구,판단 보류,48.38887102414509,64.82395131493153,중립,아니오,아니오,아니오,예,안산시,0.0,0.0,"임차 선행 관찰형, 준공후미분양비율 0.000%, 중립, 임차 선행"
정책 민감 관찰 후보,비토허 투자수요·임차선행 관찰형,관찰 유지,전북특별자치도,전주시 완산구,우선 검토,47.263097895314814,67.09084981525756,중립,아니오,아니오,예,예,전주시,112.0,0.05820207552758623,"비토허 투자수요·임차선행 관찰형, 준공후미분양비율 0.058%, 중립, 임차 선행, 월세 비중 높음"
정책 민감 관찰 후보,정책 민감 관찰형,보수 접근,경기도,화성시 만세구,판단 보류,46.41759977910379,54.320799826124755,중립,아니오,예,아니오,아니오,화성시,64.0,0.021287211042740728,"정책 민감 관찰형, 준공후미분양비율 0.021%, 중립, 임차 수요 기반 양호"
정책 민감 관찰 후보,비토허 투자수요·임차선행 관찰형,관찰 유지,경기도,고양시 덕양구,판단 보류,46.15236784599292,85.3097152792871,중립,아니오,아니오,예,예,고양시,55.0,0.019618544161342906,"비토허 투자수요·임차선행 관찰형, 준공후미분양비율 0.020%, 중립, 임차 선행, 월세 비중 높음"
정책 민감 관찰 후보,비토허 투자수요 유입 관찰형,보수 접근,강원특별자치도,춘천시,판단 보류,41.94668824657901,62.24878649568934,중립,아니오,아니오,예,아니오,춘천시,52.0,0.06652423657041974,"비토허 투자수요 유입 관찰형, 준공후미분양비율 0.067%, 중립, 월세 비중 높음"
정책 민감 관찰 후보,정책 민감 관찰형,관찰 유지,충청북도,청주시 흥덕구,판단 보류,41.559195358647784,74.57726581178005,중립,아니오,예,아니오,아니오,청주시,4.0,0.0015889094123021311,"정책 민감 관찰형, 준공후미분양비율 0.002%, 중립, 임차 수요 기반 양호"
정책 민감 관찰 후보,임차 선행 관찰형,관찰 유지,충청북도,청주시 청원구,판단 보류,36.82566160472553,54.542490762877634,중립,아니오,아니오,아니오,예,청주시,4.0,0.0015889094123021311,"임차 선행 관찰형, 준공후미분양비율 0.002%, 중립, 임차 선행"
정책 중립,,관찰 유지,경기도,용인시 기흥구,판단 보류,64.23371396788775,89.95544446859378,중립,아니오,아니오,아니오,아니오,용인시,157.0,0.05385472944001372,"준공후미분양비율 0.054%, 중립"
정책 중립,,관찰 유지,경기도,구리시,판단 보류,63.6309763151771,65.55102084624652,중립,아니오,아니오,아니오,아니오,구리시,0.0,0.0,"준공후미분양비율 0.000%, 중립"
정책 중립,,우선 매수 검토,부산광역시,연제구,우선 검토,62.66877712407498,67.26709974482198,중립,아니오,아니오,아니오,아니오,연제구,0.0,0.0,"준공후미분양비율 0.000%, 중립"
정책 중립,,우선 매수 검토,경상남도,진주시,우선 검토,60.312233960630046,69.65986996922301,중립,아니오,아니오,아니오,예,진주시,56.0,0.06462184680006462,"준공후미분양비율 0.065%, 중립, 임차 선행"
정책 중립,,관찰 유지,대전광역시,유성구,판단 보류,59.47470712863071,81.89588414756857,중립,아니오,아니오,아니오,아니오,유성구,49.0,0.04429218378544505,"준공후미분양비율 0.044%, 중립"
정책 중립,,보수 접근,경기도,용인시 처인구,판단 보류,56.572270942812246,61.07367963486198,중립,아니오,아니오,아니오,아니오,용인시,157.0,0.05385472944001372,"준공후미분양비율 0.054%, 중립"
정책 중립,,보수 접근,부산광역시,남구,판단 보류,56.36283537991267,66.59019375820071,중립,아니오,아니오,아니오,아니오,남구,10.0,0.014569613613846961,"준공후미분양비율 0.015%, 중립"
정책 중립,,보수 접근,경기도,성남시 중원구,판단 보류,55.90336688708817,64.04259943490545,중립,아니오,아니오,아니오,아니오,성남시,55.0,0.02697215492805791,"준공후미분양비율 0.027%, 중립"
정책 중립,,관찰 유지,경기도,광명시,판단 보류,54.79195333198305,76.27673533128869,중립,아니오,아니오,아니오,아니오,광명시,0.0,0.0,"준공후미분양비율 0.000%, 중립"
정책 중립,,관찰 유지,인천광역시,연수구,우선 검토,53.392777803431045,88.82690558413226,중립,아니오,아니오,아니오,아니오,연수구,94.0,0.07377814754059761,"준공후미분양비율 0.074%, 중립"
정책 중립,,보수 접근,경기도,김포시,판단 보류,51.262120986216615,80.71728904881118,중립,아니오,아니오,아니오,아니오,김포시,96.0,0.06644978196165294,"준공후미분양비율 0.066%, 중립"
정책 중립,,관찰 유지,경기도,수원시 영통구,판단 보류,45.24433269881055,88.340578135188,중립,아니오,아니오,아니오,아니오,수원시,19.0,0.00627663440256351,"준공후미분양비율 0.006%, 중립"
정책 중립,,관찰 유지,경기도,용인시 수지구,우선 검토,44.500445257772896,93.69702238643772,중립,아니오,아니오,아니오,아니오,용인시,157.0,0.05385472944001372,"준공후미분양비율 0.054%, 중립"
정책 중립,,관찰 유지,경기도,수원시 팔달구,판단 보류,42.46257674798368,67.41360573788307,중립,아니오,아니오,아니오,아니오,수원시,19.0,0.00627663440256351,"준공후미분양비율 0.006%, 중립"
정책 중립,,보수 접근,인천광역시,남동구,판단 보류,41.66960137938819,77.47218130250805,중립,아니오,아니오,아니오,아니오,남동구,2.0,0.001511498726562323,"준공후미분양비율 0.002%, 중립"
정책 중립,,관찰 유지,경기도,안양시 동안구,판단 보류,40.47806369279603,84.39252336448598,중립,아니오,아니오,아니오,아니오,안양시,61.0,0.043190427302014375,"준공후미분양비율 0.043%, 중립"
정책 중립,,관찰 유지,경기도,성남시 수정구,판단 보류,39.57215682365172,71.38665507498371,중립,아니오,아니오,아니오,아니오,성남시,55.0,0.02697215492805791,"준공후미분양비율 0.027%, 중립"
정책 중립,,관찰 유지,경기도,수원시 장안구,판단 보류,37.86485557090436,64.60552053901326,중립,아니오,아니오,아니오,아니오,수원시,19.0,0.00627663440256351,"준공후미분양비율 0.006%, 중립"
정책 중립,,관찰 유지,세종특별자치시,세종시,판단 보류,36.90969829839238,90.05065994778376,중립,아니오,아니오,아니오,아니오,세종시,42.0,0.030918500305504228,"준공후미분양비율 0.031%, 중립"
정책 중립,,관찰 유지,경기도,성남시 분당구,우선 검토,31.27180240865483,89.99456639860901,중립,아니오,아니오,아니오,아니오,성남시,55.0,0.02697215492805791,"준공후미분양비율 0.027%, 중립"
정책 해석 주의,월세 구조 해석 주의형,관찰 유지,경기도,수원시 권선구,판단 보류,59.35170316359453,75.2836339926103,중립,아니오,아니오,예,아니오,수원시,19.0,0.00627663440256351,"월세 구조 해석 주의형, 준공후미분양비율 0.006%, 중립, 월세 비중 높음"
정책 해석 주의,월세 구조 해석 주의형,회피,경기도,화성시 효행구,즉시 제외,56.23029051965992,45.20539013257987,중립,아니오,아니오,예,아니오,화성시,64.0,0.021287211042740728,"월세 구조 해석 주의형, 준공후미분양비율 0.021%, 중립, 월세 비중 높음"
정책 해석 주의,월세 구조 해석 주의형,회피,경상북도,영천시,즉시 제외,54.224561812699214,16.495313686504005,중립,아니오,아니오,예,아니오,영천시,1.0,0.0049299940840071,"월세 구조 해석 주의형, 준공후미분양비율 0.005%, 중립, 월세 비중 높음"
정책 해석 주의,가격 선반영 후 임차 구조 점검형,회피,부산광역시,기장군,즉시 제외,54.04217657738706,27.58522704404034,중립,아니오,아니오,예,예,기장군,26.0,0.04680805098476938,"가격 선반영 후 임차 구조 점검형, 준공후미분양비율 0.047%, 중립, 임차 선행, 월세 비중 높음"
정책 해석 주의,가격 반영 대비 거래 회복 지연형,보수 접근,울산광역시,중구,판단 보류,53.911808506700275,57.24321873130103,중립,아니오,아니오,예,아니오,중구,0.0,0.0,"가격 반영 대비 거래 회복 지연형, 준공후미분양비율 0.000%, 중립, 월세 비중 높음"
정책 해석 주의,가격 선반영 후 임차 구조 점검형,회피,경상북도,영주시,즉시 제외,53.222394306019886,12.173467389000246,중립,아니오,아니오,예,예,영주시,5.0,0.02812939521800281,"가격 선반영 후 임차 구조 점검형, 준공후미분양비율 0.028%, 중립, 임차 선행, 월세 비중 높음"
정책 해석 주의,월세 구조 해석 주의형,회피,전라남도,나주시,즉시 제외,52.31876958776829,28.66239491683236,중립,아니오,아니오,예,예,나주시,2.0,0.006645401382243488,"월세 구조 해석 주의형, 준공후미분양비율 0.007%, 중립, 임차 선행, 월세 비중 높음"
정책 해석 주의,월세 구조 해석 주의형,회피,경상남도,창녕군,즉시 제외,50.01688795846645,6.281243207998261,중립,아니오,아니오,예,아니오,창녕군,0.0,0.0,"월세 구조 해석 주의형, 준공후미분양비율 0.000%, 중립, 월세 비중 높음"
정책 해석 주의,가격 선반영 후 임차 구조 점검형,회피,충청북도,충주시,즉시 제외,49.19217446207135,39.7076319962649,중립,아니오,아니오,예,예,충주시,8.0,0.014146272457207527,"가격 선반영 후 임차 구조 점검형, 준공후미분양비율 0.014%, 중립, 임차 선행, 월세 비중 높음"
정책 해석 주의,가격 선반영 후 임차 구조 점검형,회피,충청남도,태안군,즉시 제외,49.12112422088988,17.72766789828298,중립,아니오,아니오,예,아니오,태안군,0.0,0.0,"가격 선반영 후 임차 구조 점검형, 준공후미분양비율 0.000%, 중립, 월세 비중 높음"
정책 해석 주의,가격 선반영 후 임차 구조 점검형,회피,부산광역시,영도구,즉시 제외,46.74755672860515,33.30676905986621,중립,아니오,아니오,예,아니오,영도구,21.0,0.07189564860145846,"가격 선반영 후 임차 구조 점검형, 준공후미분양비율 0.072%, 중립, 월세 비중 높음"
정책 해석 주의,가격 선반영 후 임차 구조 점검형,회피,강원특별자치도,동해시,즉시 제외,46.606291424572944,28.844105280387243,중립,아니오,아니오,예,아니오,동해시,0.0,0.0,"가격 선반영 후 임차 구조 점검형, 준공후미분양비율 0.000%, 중립, 월세 비중 높음"
정책 해석 주의,가격 선반영 후 임차 구조 점검형,회피,광주광역시,동구,즉시 제외,43.47013176117642,45.825706166936335,중립,아니오,아니오,예,예,동구,0.0,0.0,"가격 선반영 후 임차 구조 점검형, 준공후미분양비율 0.000%, 중립, 임차 선행, 월세 비중 높음"
정책 해석 주의,월세 구조 해석 주의형,회피,전라남도,해남군,즉시 제외,43.006821357309114,9.789176266029123,중립,아니오,아니오,예,아니오,해남군,3.0,0.05095974180397486,"월세 구조 해석 주의형, 준공후미분양비율 0.051%, 중립, 월세 비중 높음"
정책 해석 주의,가격 반영 대비 거래 회복 지연형,보수 접근,인천광역시,부평구,판단 보류,42.673941164254614,75.5277569825132,중립,아니오,아니오,예,아니오,부평구,17.0,0.01371775319341225,"가격 반영 대비 거래 회복 지연형, 준공후미분양비율 0.014%, 중립, 월세 비중 높음"
정책 해석 주의,가격 선반영 후 임차 구조 점검형,회피,전라남도,영광군,즉시 제외,40.73649017122621,21.36057378830689,중립,아니오,아니오,예,예,영광군,0.0,0.0,"가격 선반영 후 임차 구조 점검형, 준공후미분양비율 0.000%, 중립, 임차 선행, 월세 비중 높음"
정책 해석 주의,가격 반영 대비 거래 회복 지연형,회피,인천광역시,동구,즉시 제외,39.00583276452606,25.877063762306097,중립,아니오,아니오,예,아니오,동구,8.0,0.04417936823503424,"가격 반영 대비 거래 회복 지연형, 준공후미분양비율 0.044%, 중립, 월세 비중 높음"
정책 해석 주의,가격 반영 대비 거래 회복 지연형,관찰 유지,경기도,하남시,판단 보류,38.31189934282322,85.95023626103826,중립,아니오,아니오,예,아니오,하남시,3.0,0.0033083734933115716,"가격 반영 대비 거래 회복 지연형, 준공후미분양비율 0.003%, 중립, 월세 비중 높음"
정책 해석 주의,월세 구조 해석 주의형,회피,경상북도,문경시,즉시 제외,38.10323350807764,10.15667554825709,중립,아니오,아니오,예,예,문경시,0.0,0.0,"월세 구조 해석 주의형, 준공후미분양비율 0.000%, 중립, 임차 선행, 월세 비중 높음"
정책 해석 주의,가격 반영 대비 거래 회복 지연형,회피,강원특별자치도,영월군,즉시 제외,37.28516213560432,17.633123234079548,중립,아니오,아니오,예,아니오,영월군,0.0,0.0,"가격 반영 대비 거래 회복 지연형, 준공후미분양비율 0.000%, 중립, 월세 비중 높음"
정책 해석 주의,가격 반영 대비 거래 회복 지연형,회피,전북특별자치도,부안군,즉시 제외,33.972802707719175,6.761573570962834,중립,아니오,아니오,예,예,부안군,0.0,0.0,"가격 반영 대비 거래 회복 지연형, 준공후미분양비율 0.000%, 중립, 임차 선행, 월세 비중 높음"
정책 해석 주의,가격 반영 대비 거래 회복 지연형,회피,경상북도,안동시,즉시 제외,30.990092878494664,37.38366055688377,중립,아니오,아니오,예,예,안동시,6.0,0.01644556517925666,"가격 반영 대비 거래 회복 지연형, 준공후미분양비율 0.016%, 중립, 임차 선행, 월세 비중 높음"
정책 해석 주의,가격 반영 대비 거래 회복 지연형,회피,경상북도,성주군,즉시 제외,27.570125211441663,9.22625516192132,중립,아니오,아니오,예,아니오,성주군,0.0,0.0,"가격 반영 대비 거래 회복 지연형, 준공후미분양비율 0.000%, 중립, 월세 비중 높음"
정책 해석 주의,가격 반영 대비 거래 회복 지연형,회피,충청남도,보령시,즉시 제외,27.54947821709119,23.176523622078935,중립,아니오,아니오,예,예,보령시,0.0,0.0,"가격 반영 대비 거래 회복 지연형, 준공후미분양비율 0.000%, 중립, 임차 선행, 월세 비중 높음"
